Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,ID,Idaho,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,480,8.3,7.3,9.3,1800,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP141,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,592,11.4,10.2,12.6,1797,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP172,"(43.682630005000476, -114.3637300419997)"
2014,IL,Illinois,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,120,3.3,2.6,4,1804,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,17,BO1,CAT1,EMPLOY1,RESP027,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,117,2.8,2.1,3.4,1803,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,17,BO1,CAT1,EMPLOY1,RESP028,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Employment,What is your employment status?,Student,Overall,Overall,173,6.7,5.5,7.8,1806,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,17,BO1,CAT1,EMPLOY1,RESP030,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,1405,16.3,15.3,17.4,1807,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,17,BO1,CAT1,EMPLOY1,RESP031,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,257,5.7,4.8,6.6,1808,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,17,BO1,CAT1,EMPLOY1,RESP032,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,2194,49.4,47.5,51.2,1801,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,17,BO1,CAT1,EMPLOY1,RESP137,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,340,7.3,6.3,8.3,1805,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,17,BO1,CAT1,EMPLOY1,RESP141,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,402,8.6,7.5,9.7,1802,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,17,BO1,CAT1,EMPLOY1,RESP172,"(40.48501028300046, -88.99771017799969)"
2014,IN,Indiana,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,226,3.5,3,4.1,1810,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,18,BO1,CAT1,EMPLOY1,RESP027,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,208,2.3,1.9,2.7,1809,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,18,BO1,CAT1,EMPLOY1,RESP028,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Demographics,Employment,What is your employment status?,Student,Overall,Overall,257,5.4,4.7,6.1,1812,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,18,BO1,CAT1,EMPLOY1,RESP030,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,3597,17.4,16.7,18.1,1813,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,18,BO1,CAT1,EMPLOY1,RESP031,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,937,8.2,7.5,8.8,1814,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,18,BO1,CAT1,EMPLOY1,RESP032,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,4578,49.1,47.9,50.4,1807,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,18,BO1,CAT1,EMPLOY1,RESP137,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,846,7.1,6.5,7.7,1811,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,18,BO1,CAT1,EMPLOY1,RESP141,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,727,7,6.3,7.6,1808,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,18,BO1,CAT1,EMPLOY1,RESP172,"(39.766910452000445, -86.14996019399968)"
2014,IA,Iowa,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,105,2,1.5,2.4,1809,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,19,BO1,CAT1,EMPLOY1,RESP027,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,106,1.7,1.3,2.2,1808,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,19,BO1,CAT1,EMPLOY1,RESP028,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Demographics,Employment,What is your employment status?,Student,Overall,Overall,196,6.6,5.6,7.6,1811,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,19,BO1,CAT1,EMPLOY1,RESP030,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,2533,18.4,17.6,19.2,1812,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,19,BO1,CAT1,EMPLOY1,RESP031,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,379,4.4,3.8,4.9,1813,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,19,BO1,CAT1,EMPLOY1,RESP032,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,3585,52.7,51.3,54.1,1806,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,19,BO1,CAT1,EMPLOY1,RESP137,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,392,4.4,3.9,5,1810,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,19,BO1,CAT1,EMPLOY1,RESP141,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,785,9.7,8.9,10.5,1807,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,19,BO1,CAT1,EMPLOY1,RESP172,"(42.46940091300047, -93.81649055599968)"
2014,KS,Kansas,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,282,2.9,2.5,3.2,1815,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,20,BO1,CAT1,EMPLOY1,RESP027,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,225,2,1.7,2.3,1814,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,20,BO1,CAT1,EMPLOY1,RESP028,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Demographics,Employment,What is your employment status?,Student,Overall,Overall,389,5.9,5.3,6.6,1817,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,20,BO1,CAT1,EMPLOY1,RESP030,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,3722,17.1,16.5,17.7,1818,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,20,BO1,CAT1,EMPLOY1,RESP031,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,871,5.9,5.4,6.3,1819,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,20,BO1,CAT1,EMPLOY1,RESP032,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,6141,51.4,50.4,52.5,1812,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,20,BO1,CAT1,EMPLOY1,RESP137,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,826,6.5,6,7,1816,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,20,BO1,CAT1,EMPLOY1,RESP141,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,1170,8.4,7.8,9,1813,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,20,BO1,CAT1,EMPLOY1,RESP172,"(38.34774030000045, -98.20078122699965)"
2014,KY,Kentucky,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,204,2.9,2.3,3.5,1810,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,21,BO1,CAT1,EMPLOY1,RESP027,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,248,3.1,2.4,3.8,1809,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,21,BO1,CAT1,EMPLOY1,RESP028,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Demographics,Employment,What is your employment status?,Student,Overall,Overall,218,5.2,4.3,6.1,1812,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,21,BO1,CAT1,EMPLOY1,RESP030,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,3697,19.2,18.3,20.2,1813,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,21,BO1,CAT1,EMPLOY1,RESP031,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,1451,11.1,10.2,12.1,1814,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,21,BO1,CAT1,EMPLOY1,RESP032,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,3885,45,43.4,46.5,1807,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,21,BO1,CAT1,EMPLOY1,RESP137,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,749,6.4,5.7,7.2,1811,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,21,BO1,CAT1,EMPLOY1,RESP141,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,659,7,6.2,7.8,1808,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,21,BO1,CAT1,EMPLOY1,RESP172,"(37.645970271000465, -84.77497104799966)"
2014,LA,Louisiana,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,144,3.1,2.5,3.7,1812,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,22,BO1,CAT1,EMPLOY1,RESP027,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,210,4.1,3.5,4.8,1811,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,22,BO1,CAT1,EMPLOY1,RESP028,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Demographics,Employment,What is your employment status?,Student,Overall,Overall,189,5.7,4.7,6.6,1814,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,22,BO1,CAT1,EMPLOY1,RESP030,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,1842,17.1,16.2,18,1815,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,22,BO1,CAT1,EMPLOY1,RESP031,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,709,9.5,8.7,10.3,1816,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,22,BO1,CAT1,EMPLOY1,RESP032,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,2724,46.7,45.2,48.2,1809,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,22,BO1,CAT1,EMPLOY1,RESP137,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,422,5.8,5.1,6.4,1813,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,22,BO1,CAT1,EMPLOY1,RESP141,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,493,8.2,7.4,9,1810,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,22,BO1,CAT1,EMPLOY1,RESP172,"(31.31266064400046, -92.44568007099969)"
2014,ME,Maine,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,184,3.2,2.6,3.8,1802,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,23,BO1,CAT1,EMPLOY1,RESP027,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,171,2.3,1.8,2.7,1801,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,23,BO1,CAT1,EMPLOY1,RESP028,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Demographics,Employment,What is your employment status?,Student,Overall,Overall,170,4.2,3.4,5,1804,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,23,BO1,CAT1,EMPLOY1,RESP030,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,2759,19.6,18.8,20.5,1805,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,23,BO1,CAT1,EMPLOY1,RESP031,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,775,8.2,7.5,8.9,1806,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,23,BO1,CAT1,EMPLOY1,RESP032,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,3541,46.8,45.3,48.2,1799,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,23,BO1,CAT1,EMPLOY1,RESP137,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,431,5.2,4.5,5.8,1803,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,23,BO1,CAT1,EMPLOY1,RESP141,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,975,10.6,9.7,11.5,1800,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,23,BO1,CAT1,EMPLOY1,RESP172,"(45.254228894000505, -68.98503133599962)"
2014,MD,Maryland,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,203,2.5,2,3.1,1815,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,24,BO1,CAT1,EMPLOY1,RESP027,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,283,3.3,2.6,4,1814,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,24,BO1,CAT1,EMPLOY1,RESP028,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Demographics,Employment,What is your employment status?,Student,Overall,Overall,187,5.4,4.4,6.4,1817,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,24,BO1,CAT1,EMPLOY1,RESP030,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,4067,17.2,16.3,18.1,1818,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,24,BO1,CAT1,EMPLOY1,RESP031,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,677,4.6,3.9,5.2,1819,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,24,BO1,CAT1,EMPLOY1,RESP032,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,5497,54.9,53.2,56.5,1812,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,24,BO1,CAT1,EMPLOY1,RESP137,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,627,4.4,3.8,5.1,1816,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,24,BO1,CAT1,EMPLOY1,RESP141,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,901,7.7,6.8,8.6,1813,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,24,BO1,CAT1,EMPLOY1,RESP172,"(39.29058096400047, -76.60926011099963)"
2014,MA,Massachusetts,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,358,3.2,2.7,3.7,1814,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,25,BO1,CAT1,EMPLOY1,RESP027,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,407,2.8,2.4,3.3,1813,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,25,BO1,CAT1,EMPLOY1,RESP028,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Demographics,Employment,What is your employment status?,Student,Overall,Overall,419,7.8,6.9,8.7,1816,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,25,BO1,CAT1,EMPLOY1,RESP030,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,4726,16.9,16.2,17.6,1817,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,25,BO1,CAT1,EMPLOY1,RESP031,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,1239,7.4,6.7,8,1818,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,25,BO1,CAT1,EMPLOY1,RESP032,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,6529,49.7,48.4,50.9,1811,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,25,BO1,CAT1,EMPLOY1,RESP137,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,625,4.2,3.8,4.7,1815,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,25,BO1,CAT1,EMPLOY1,RESP141,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,1085,8.1,7.4,8.7,1812,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,25,BO1,CAT1,EMPLOY1,RESP172,"(42.27687047000046, -72.08269067499964)"
2014,MI,Michigan,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,206,3.5,2.9,4.1,1816,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,26,BO1,CAT1,EMPLOY1,RESP027,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,211,3.2,2.7,3.7,1815,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,26,BO1,CAT1,EMPLOY1,RESP028,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Demographics,Employment,What is your employment status?,Student,Overall,Overall,266,6,5.2,6.8,1818,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,26,BO1,CAT1,EMPLOY1,RESP030,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,2725,20.1,19.3,21,1819,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,26,BO1,CAT1,EMPLOY1,RESP031,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,604,8.2,7.4,9,1820,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,26,BO1,CAT1,EMPLOY1,RESP032,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,3240,44.8,43.5,46.2,1813,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,26,BO1,CAT1,EMPLOY1,RESP137,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,532,6.1,5.5,6.7,1817,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,26,BO1,CAT1,EMPLOY1,RESP141,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,625,8,7.3,8.8,1814,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,26,BO1,CAT1,EMPLOY1,RESP172,"(44.6613195430005, -84.71439026999968)"
2014,MN,Minnesota,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,318,2.3,2,2.6,1817,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,27,BO1,CAT1,EMPLOY1,RESP027,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,295,2.1,1.8,2.4,1816,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,27,BO1,CAT1,EMPLOY1,RESP028,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Demographics,Employment,What is your employment status?,Student,Overall,Overall,447,5.3,4.7,5.8,1819,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,27,BO1,CAT1,EMPLOY1,RESP030,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,4016,17.1,16.5,17.7,1820,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,27,BO1,CAT1,EMPLOY1,RESP031,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,664,3.9,3.5,4.3,1821,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,27,BO1,CAT1,EMPLOY1,RESP032,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,8438,56.3,55.4,57.3,1814,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,27,BO1,CAT1,EMPLOY1,RESP137,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,664,4.5,4,4.9,1818,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,27,BO1,CAT1,EMPLOY1,RESP141,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,1441,8.6,8.1,9.1,1815,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,27,BO1,CAT1,EMPLOY1,RESP172,"(46.35564873600049, -94.79420050299967)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,102,4.5,3.4,5.5,1793,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP027,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,131,4.7,3.7,5.7,1792,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP028,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,Student,Overall,Overall,67,4.1,3,5.2,1795,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP030,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,1310,17.4,16.2,18.6,1796,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP031,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,629,12.5,11.2,13.8,1797,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP032,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,1462,44.9,42.7,47,1790,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP137,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,226,4.8,4,5.7,1794,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP141,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,259,7.2,5.9,8.4,1791,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP172,"(32.745510099000455, -89.53803082499968)"
2014,MO,Missouri,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,131,2.9,2.2,3.6,1812,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,29,BO1,CAT1,EMPLOY1,RESP027,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,136,2.1,1.6,2.7,1811,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,29,BO1,CAT1,EMPLOY1,RESP028,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Employment,What is your employment status?,Student,Overall,Overall,170,5.7,4.7,6.7,1814,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,29,BO1,CAT1,EMPLOY1,RESP030,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,2386,18.4,17.4,19.4,1815,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,29,BO1,CAT1,EMPLOY1,RESP031,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,677,8.3,7.4,9.2,1816,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,29,BO1,CAT1,EMPLOY1,RESP032,"(38.635790776000476, -92.56630005299968)"
